Duration,Start station number,End station number,Bike number,Member type
516,31105,31200,W00911,Casual
600,31606,31605,W00437,Member
596,31606,31605,W00585,Member
6519,31200,31200,W00348,Casual
1142,31600,31213,W00114,Casual
4850,31305,31613,W00409,Casual
14273,31613,31104,W00063,Casual
1068,31600,31213,W00277,Casual
497,31620,31623,W00525,Member
1456,31103,31603,W00535,Member
1196,31603,31103,W00815,Member
348,31110,31201,W00986,Member
3274,31229,31222,W00502,Casual
1845,31217,31217,W00789,Casual
409,31200,31201,W00649,Member
14080,31109,31104,W00385,Casual
251,31613,31607,W00705,Member
351,31229,31200,W00181,Member
2845,31200,31222,W00485,Casual
325,31229,31200,W00641,Member
12443,31613,31104,W00726,Casual
207,31214,31200,W00754,Member
307,31605,31613,W00208,Casual
1049,31108,31613,W01075,Casual
380,31229,31200,W00546,Member
12305,31613,31104,W00230,Casual
550,31203,31101,W00944,Casual
930,31613,31613,W00739,Member
1096,31600,31101,W00757,Member
10175,31613,31104,W00563,Casual
425,31212,31227,W01056,Member
11437,31101,31104,W00349,Casual
389,31013,31007,W00518,Member
1782,31100,31111,W00369,Casual
3228,31013,31002,W00928,Member
586,31101,31200,W00306,Casual
1248,31237,31604,W00329,Member
1189,31237,31200,W00596,Member
1686,31100,31111,W00948,Casual
4610,31400,31225,W00632,Casual
6740,31237,31218,W00375,Casual
4563,31400,31225,W00013,Casual
6668,31237,31218,W00448,Casual
868,31304,31200,W00158,Member
849,31304,31200,W00331,Member
1560,31100,31111,W00715,Casual
447,31619,31622,W00634,Member
7569,31213,31213,W00977,Casual
622,31200,31227,W00650,Casual
621,31200,31227,W00754,Casual
6554,31237,31218,?(0xFFFFFFFF9A5FEA16),Casual
965,31201,31106,W00057,Member
702,31613,31622,W00208,Member
684,31602,31110,W00155,Member
1052,31227,31623,W00625,Casual
4273,31600,31600,W00028,Casual
11238,31101,31104,W00087,Casual
1052,31236,31105,W00946,Member
309,31619,31610,W00642,Casual
361,31201,31200,W00825,Member
326,31002,31009,W00397,Member
1758,31201,31206,W00649,Casual
1407,31102,31201,W00357,Casual
458,31104,31214,W00017,Member
1720,31201,31206,W00474,Casual
9104,31013,31013,W01023,Casual
740,31205,31620,W00453,Member
3457,31229,31229,W01066,Casual
511,31611,31607,W00697,Member
1043,31103,31228,W00815,Member
1056,31600,31105,W00898,Casual
1316,31102,31201,W00312,Casual
1106,31204,31229,W00608,Member
422,31208,31613,W01094,Casual
1398,31603,31613,W00535,Member
1958,31613,31613,W00739,Member
766,31606,31606,W00498,Member
1262,31303,31305,W00577,Member
1242,31303,31305,W01085,Member
18044,31200,31214,W00546,Casual
3001,31400,31106,W01028,Casual
307,31505,31503,W00350,Member
480,31104,31101,W00803,Member
479,31104,31101,W00143,Member
215,31200,31214,W00276,Member
710,31400,31203,W00604,Member
2887,31400,31106,W00994,Casual
702,31201,31211,W00986,Member
552,31203,31216,W00914,Casual
556,31203,31216,W01046,Casual
801,31106,31101,W00907,Casual
784,31613,31108,W00653,Member
14603,31619,31619,W00066,Casual
692,31106,31101,W00975,Casual
501,31237,31200,W00447,Member
535,31201,31101,W00860,Member
377,31208,31613,W00635,Member
676,31103,31200,W00752,Member
1690,31305,31226,W01109,Casual
456,31101,31104,W00757,Member
1608,31305,31226,W00031,Casual
1357,31200,31237,W00641,Member
721,31602,31201,W00906,Member
14416,31619,31619,W00203,Casual
1304,31103,31624,W00615,Member
3471,31613,31227,W00021,Casual
442,31200,31229,W00181,Member
430,31200,31229,W00596,Member
1597,31616,31218,W00801,Casual
1612,31616,31218,W00017,Casual
8204,31610,31237,W01065,Casual
5488,31226,31236,W00956,Member
8106,31203,31200,W00346,Member
184,31004,31007,W00579,Member
283,31602,31107,W00746,Member
177,31004,31007,W00992,Member
1749,31236,31105,W00134,Casual
1735,31236,31105,W00902,Casual
1072,31211,31225,W00986,Member
647,31218,31228,W00842,Casual
781,31007,31007,W01007,Member
785,31007,31007,W00817,Member
3069,31223,31203,W00778,Member
1231,31103,31226,W00605,Casual
467,31602,31400,?(0xFFFFFFFFEB8D4246),Member
765,31620,31208,W00453,Member
661,31105,31200,W00898,Member
9246,31106,31106,W00057,Casual
852,31602,31221,W00890,Member
1600,31609,31007,W00824,Casual
479,31104,31201,W00757,Member
658,31200,31106,W00306,Casual
12199,31225,31236,W00963,Casual
501,31619,31616,W00616,Member
15208,31104,31104,W00511,Casual
683,31228,31202,W00451,Member
8962,31106,31106,W00550,Casual
10662,31218,31218,W00088,Member
12075,31225,31236,W00566,Casual
1428,31613,31619,W00535,Member
1658,31223,31236,W01027,Casual
281,31605,31610,W00847,Member
263,31605,31610,W01034,Member
1578,31201,31219,W00455,Casual
514,31212,31203,W00286,Member
9923,31613,31104,W01075,Casual
913,31205,31200,W00747,Casual
601,31111,31200,W01104,Member
1721,31200,31229,W00825,Casual
10984,31201,31103,W00312,Casual
749,31200,31201,W00331,Member
376,31225,31237,W00520,Member
1938,31217,31219,W00789,Casual
558,31202,31105,W01084,Member
1776,31613,31209,W01094,Casual
1913,31217,31219,W00895,Member
658,31205,31200,W00595,Casual
201,31101,31229,W00674,Member
736,31203,31237,W00289,Member
444,31201,31229,W01008,Member
1720,31007,31004,W00473,Member
730,31224,31101,W00850,Casual
1701,31007,31004,W00817,Member
18986,31206,31206,W00711,Casual
1663,31215,31304,W00889,Casual
1613,31613,31209,W00635,Casual
879,31109,31219,W00302,Casual
377,31619,31613,W00989,Member
678,31212,31225,w00059,Casual
18895,31206,31206,W00103,Casual
1143,31105,31205,W00946,Member
659,31212,31225,W00926,Casual
359,31619,31613,W00572,Member
733,31237,31110,W00641,Casual
7163,31223,31222,W00328,Member
6805,31613,31227,W00739,Member
643,31106,31101,W00306,Member
730,31229,31107,W00596,Member
662,31237,31110,W00064,Casual
678,31105,31203,W00168,Member
732,31229,31107,W00181,Casual
590,31212,31225,W00314,Casual
592,31212,31225,W01003,Casual
5380,31219,31205,W00301,Casual
5376,31219,31205,W00224,Casual
473,31107,31104,W00746,Member
7179,31110,31110,W00966,Casual
1006,31202,31228,W00523,Casual
1765,31225,31203,W00986,Member
1675,31400,31219,W00684,Casual
1672,31400,31219,?(0xFFFFFFFFEB8D4246),Casual
2220,31219,31106,W01011,Casual
1329,31613,31209,W00560,Casual
1075,31229,31603,W00674,Casual
956,31200,31602,W00476,Casual
465,31201,31200,W00757,Member
1117,31200,31104,W00158,Member
8874,31305,31200,W00042,Casual
427,31237,31200,W00520,Member
1273,31503,31602,W00569,Member
452,31200,31229,W00516,Member
445,31200,31229,W00909,Member
1393,31622,31237,W00208,Casual
703,31004,31011,W00045,Member
16676,31305,31304,W00577,Casual
8674,31609,31609,W00628,Casual
1064,31203,31219,W00235,Member
13783,31200,31200,W00898,Casual
695,31101,31237,W00062,Member
3729,31214,31229,W00017,Member
1301,31218,31623,W00085,Casual
322,31002,31013,W00676,Member
481,31214,31101,W00494,Member
3712,31224,31613,W00540,Casual
975,31203,31219,W00386,Member
1215,31218,31623,W00507,Casual
6539,31305,31300,W00692,Casual
13630,31200,31200,W00922,Casual
9846,31613,31103,W00989,Casual
488,31203,31205,W00339,Member
1932,31105,31200,W01084,Casual
868,31203,31105,W00604,Casual
499,31616,31622,W00307,Member
1853,31105,31200,W00902,Casual
480,31616,31622,W00616,Member
761,31203,31105,W00091,Casual
3430,31224,31613,W00950,Casual
3388,31602,31235,W00910,Member
8863,31005,31007,W00422,Casual
1769,31619,31619,W00535,Member
1108,31105,31236,W00800,Casual
480,31105,31105,W00134,Member
702,31201,31200,W00900,Member
1360,31602,31600,W00254,Member
707,31101,31237,W00944,Member
388,31104,31214,W00746,Member
4375,31215,31215,W00884,Casual
6941,31214,31214,W00832,Casual
152,31101,31101,W00850,Member
2467,31613,31202,W00572,Casual
293,31610,31618,W00847,Member
5227,31107,31305,W00181,Casual
5225,31107,31305,W00596,Member
254,31620,31600,W00138,Member
884,31225,31110,W00926,Casual
1197,31600,31610,W00606,Member
436,31616,31610,W00917,Member
478,31201,31104,W00331,Member
1256,31602,31214,W00476,Casual
976,31105,31305,W00134,Member
1263,31610,31219,W00039,Member
92,31226,31226,W00098,Member
823,31104,31200,W01119,Member
790,31104,31200,W00542,Member
413,31204,31204,W00846,Casual
307,31101,31202,W00907,Member
300,31613,31618,W00409,Member
6457,31619,31104,W01039,Member
785,31237,31236,W00289,Member
976,31103,31200,W00073,Casual
759,31104,31602,W00158,Casual
1225,31608,31217,W00106,Member
1216,31608,31217,W00733,Member
1002,31602,31214,W00569,Casual
349,31107,31104,W00979,Member
355,31107,31104,W00190,Casual
5009,31206,31618,W00924,Casual
631,31110,31103,W00155,Casual
572,31238,31203,W00194,Member
281,31203,31200,W00168,Member
612,31110,31103,W00064,Casual
1440,31501,31104,W00820,Member
664,31203,31102,W00137,Member
2486,31107,31305,W00532,Casual
224,31110,31200,W00683,Member
6313,31109,31104,W00856,Casual
2727,31204,31610,W00472,Casual
4864,31206,31618,W00601,Casual
2684,31204,31610,W00440,Casual
519,31105,31203,W00091,Casual
723,31229,31200,W01008,Member
820,31200,31101,W00520,Member
130,31229,31214,W00516,Member
818,31616,31613,W01062,Casual
2538,31204,31610,W00846,Casual
695,31200,31101,W00447,Casual
1415,31214,31225,W00225,Member
8514,31104,31225,W00331,Casual
691,31503,31228,W00478,Member
639,31237,31229,W00062,Member
9062,31610,31610,W00642,Casual
98,31201,31203,W00923,Member
9015,31610,31610,W00942,Casual
591,31105,31107,W00604,Member
7080,31605,31104,W00543,Member
1476,31106,31222,W00994,Member
2305,31219,31235,W01004,Member
282,31600,31620,W00368,Member
415,31208,31108,W00953,Member
412,31208,31108,W00886,Member
2209,31219,31235,W01077,Casual
963,31104,31600,W00111,Member
1092,31620,31222,W00255,Member
703,31101,31213,W00850,Member
855,31229,31204,W01066,Member
7627,31610,31108,W00917,Casual
156,31214,31201,W00276,Member
1427,31222,31215,W00133,Casual
1174,31623,31618,W00658,Casual
1400,31222,31215,W01063,Casual
7273,31610,31108,W01034,Casual
1896,31101,31200,W00136,Casual
631,31200,31229,W00595,Member
336,31228,31238,W00669,Casual
7175,31004,31007,W00359,Casual
234,31610,31619,W00606,Member
1646,31304,31221,W00889,Member
201,31618,31605,W00847,Member
1166,31605,31213,W00163,Member
485,31106,31110,W01011,Member
272,31103,31229,W00816,Member
1522,31200,31304,W01119,Member
1601,31619,31618,W00535,Member
5106,31616,31235,W00700,Casual
10001,31219,31219,W00302,Casual
809,31200,31212,W00757,Member
480,31214,31104,W00516,Member
1040,31219,31202,W00039,Member
5031,31616,31235,W00720,Casual
1417,31006,31009,W00340,Casual
1023,31219,31202,W00166,Member
1221,31607,31805,W00170,Member
175,31613,31606,W00621,Member
1170,31607,31805,W00697,Member
2345,31103,31611,W00155,Member
2322,31103,31611,W00724,Member
1357,31006,31009,W00100,Member
1334,31200,31304,W00747,Member
810,31107,31201,W00604,Member
2816,31213,31107,W00122,Member
4921,31616,31235,W00040,Casual
230,31620,31600,W00368,Member
933,31222,31609,W00561,Member
1308,31223,31610,W00855,Member
754,31229,31100,W00062,Member
731,31214,31112,W00746,Casual
548,31606,31619,W00097,Member
492,31606,31619,W00498,Casual
816,31237,31104,W00208,Casual
1218,31237,31203,W00110,Member
588,31108,31620,W00987,Member
1163,31237,31203,W00981,Member
1740,31203,31235,W00286,Casual
701,31103,31109,W00064,Member
723,31223,31111,W00685,Member
1045,31108,31238,W00953,Member
953,31604,31400,W00329,Member
1048,31108,31238,W01089,Member
420,31229,31200,W00816,Member
1671,31218,31100,W00777,Casual
1681,31218,31100,W01000,Casual
419,31229,31111,W00909,Member
738,31101,31213,W00803,Member
582,31600,31223,W00254,Member
973,31226,31221,W00775,Member
2746,31623,31111,W00790,Casual
1504,31203,31235,W00091,Casual
1499,31203,31235,W00778,Casual
2730,31623,31111,W00113,Casual
1052,31500,31109,W00229,Casual
1904,31218,31100,W00849,Casual
4824,31200,31200,W00542,Casual
8337,31225,31217,W01041,Casual
405,31221,31222,W00843,Member
2044,31617,31617,W00167,Casual
1479,31203,31215,W00194,Casual
4770,31200,31200,W00612,Casual
316,31200,31202,W00911,Member
1401,31104,31102,W00820,Member
3542,31111,31218,W00715,Casual
1382,31203,31215,W00986,Casual
797,31500,31623,W00251,Member
791,31200,31225,W00683,Member
5500,31218,31218,W00904,Casual
689,31222,31101,W00665,Member
4580,31200,31200,W00816,Casual
746,31200,31225,W01084,Member
4571,31200,31200,W00348,Casual
1139,31603,31238,W01073,Member
1130,31603,31238,W00303,Member
5361,31218,31218,W00801,Casual
5626,31619,31602,W00522,Casual
5624,31619,31602,W00606,Casual
279,31104,31214,W00516,Member
5664,31101,31237,W00494,Casual
418,31104,31201,W00190,Member
614,31006,31003,W00851,Member
162,31229,31214,W00595,Member
11355,31212,31212,W00757,Casual
406,31619,31613,W00631,Member
449,31103,31214,W00988,Member
385,31619,31613,W00498,Member
385,31401,31400,W00014,Member
2240,31201,31206,W00304,Casual
2208,31201,31206,W00604,Member
1504,31103,31219,W00268,Member
11340,31103,31101,W00352,Casual
1334,31101,31228,W00019,Casual
5328,31619,31104,W00097,Casual
879,31228,31200,W00815,Member
472,31200,31224,W00073,Casual
1139,31618,31613,W00658,Casual
1427,31623,31200,W00706,Member
592,31226,31200,W00605,Member
1971,31618,31213,W00535,Member
810,31604,31217,W00402,Member
6289,31005,31005,W00899,Casual
1006,31200,31600,W00168,Member
1219,31223,31613,?(0x000000006DFB8596),Member
4559,31002,31002,W00740,Casual
1053,31101,31205,W00510,Member
634,31305,31302,W00134,Casual
632,31111,31503,W00909,Casual
1402,31109,31205,W00666,Casual
6082,31005,31005,W00035,Casual
4428,31002,31002,W00072,Casual
1072,31610,31606,W00855,Casual
176,31237,31224,W00944,Member
706,31229,31201,W00017,Casual
394,31305,31305,W00532,Casual
1366,31238,31200,W00669,Casual
551,31214,31111,W00569,Member
4451,31213,31213,W00762,Casual
3066,31101,31219,?(0xFFFFFFFFEB7B5641),Member
836,31208,31600,W00324,Member
146,31224,31100,W00073,Casual
381,31605,31606,W00847,Member
387,31214,31205,W00595,Member
337,31214,31104,W00516,Member
1069,31205,31605,W00903,Member
2767,31607,31104,W00908,Casual
1671,31613,31228,W00950,Casual
1251,31301,31201,W00508,Member
330,31225,31236,W00314,Member
2810,31604,31225,W01048,Casual
3626,31604,31237,W00517,Casual
1173,31228,31103,w01117,Member
296,31214,31200,W00476,Member
1584,31613,31228,W00631,Member
3581,31604,31237,W00226,Casual
1018,31606,31623,W00621,Member
3527,31604,31237,W00693,Casual
466,31103,31106,W00186,Casual
391,31203,31224,W00888,Casual
698,31203,31600,W00110,Member
2729,31101,31219,W00860,Casual
540,31104,31105,W00979,Member
430,31600,31616,W00111,Member
534,31104,31105,W00208,Member
5225,31200,31200,W00605,Casual
389,31202,31216,W00796,Casual
1914,31604,31205,W01071,Casual
379,31202,31216,W00907,Member
2001,31200,31503,W00815,Member
976,31103,31201,W00202,Casual
2008,31200,31503,W00136,Member
1248,31110,31107,W00808,Member
1994,31200,31503,W00476,Member
1385,31236,31200,W00694,Casual
396,31602,31101,W00158,Member
1015,31229,31226,W00608,Member
3288,31215,31215,W00228,Casual
2671,31400,31201,W00014,Casual
2159,31100,31100,W01000,Casual
2644,31400,31201,W00329,Casual
1188,31110,31107,W00465,Member
880,31103,31201,W01985,Casual
2099,31100,31100,W00777,Casual
3683,31013,31007,W00676,Casual
954,31102,31200,W00137,Member
2033,31100,31100,W00849,Casual
1141,31200,31620,W01104,Casual
6983,31108,31108,W00653,Casual
1133,31200,31620,W00900,Casual
556,31214,31235,W00637,Member
6293,31605,31613,W00585,Member
6274,31605,31613,W00514,Member
184,31214,31201,W00988,Member
656,31101,31203,W00520,Member
700,31237,31110,W00696,Member
10692,31613,31215,W00498,Casual
1182,31613,31618,W00658,Casual
1585,31604,31205,w00583,Casual
4877,31200,31200,W01016,Casual
1063,31200,31620,W00752,Member
632,31616,31216,W00857,Member
1598,31613,31212,W00540,Member
479,31205,31203,W00961,Member
790,31005,31002,W00821,Casual
1351,31213,31108,W00977,Member
492,31105,31201,W00208,Member
522,31227,31237,W01056,Member
653,31111,31238,W00189,Member
665,31111,31238,W00685,Member
3809,31302,31219,W00134,Casual
1356,31217,31618,W00733,Casual
1346,31217,31618,W00402,Casual
680,31005,31002,W00464,Casual
3776,31302,31219,W00115,Casual
314,31101,31203,W00665,Casual
901,31109,31217,W00807,Member
780,31214,31220,W00335,Casual
1535,31219,31106,W00930,Casual
478,31238,31217,W01073,Member
544,31238,31217,W00303,Member
490,31000,31001,W00416,Member
2082,31107,31112,W00122,Member
1231,31609,31225,W00646,Member
2941,31110,31108,W00150,Member
1385,31305,31200,W00532,Member
676,31204,31204,W01066,Casual
108,31610,31610,W00440,Member
2921,31110,31108,W00180,Member
1029,31203,31104,W00981,Member
1329,31105,31219,W00979,Casual
471,31600,31203,W00570,Member
541,31214,31214,W00333,Casual
6475,31106,31106,W00186,Casual
1765,31235,31217,W00091,Casual
1752,31235,31217,W01051,Member
15173,31213,31203,W00277,Casual
7384,31110,31228,W00926,Casual
1198,31613,31108,?(0x000000006DFB8596),Casual
3231,31200,31105,W00669,Casual
881,31221,31223,W00890,Casual
858,31221,31223,W00889,Member
7238,31110,31228,W00645,Casual
823,31112,31214,W00371,Member
5124,31600,31600,W00138,Casual
3157,31200,31105,W00706,Casual
458,31203,31223,W00520,Member
2150,31302,31236,W00995,Casual
1489,31302,31236,W00395,Casual
5703,31204,31220,W00984,Casual
5035,31600,31600,W00368,Casual
5662,31204,31220,W00310,Casual
10707,31226,31226,W00026,Casual
728,31608,31608,W00575,Member
1048,31213,31104,W00535,Member
527,31611,31610,W01025,Casual
3059,31200,31105,W00137,Casual
1379,31217,31620,W00723,Casual
14239,31213,31201,W00164,Casual
1382,31217,31620,W00748,Casual
15369,31235,31624,W00910,Casual
662,31305,31110,W00596,Member
623,31600,31619,W00028,Member
1025,31101,31215,W00975,Member
566,31305,31110,W00181,Casual
3665,31238,31238,W00953,Casual
291,31608,31606,W00677,Member
5457,31224,31224,W00888,Casual
899,31228,31203,W00861,Casual
616,31217,31217,W00303,Casual
558,31228,31203,W00478,Member
9340,31226,31236,W00098,Casual
5379,31224,31224,W00892,Casual
825,31228,31203,W00842,Member
643,31227,31200,W00754,Member
1351,31100,31215,W00794,Member
1375,31206,31604,W00304,Casual
5298,31224,31224,W00894,Casual
1363,31100,31215,W00184,Member
1354,31206,31604,W00604,Member
1617,31609,31209,W00426,Member
1560,31606,31604,W00855,Casual
1396,31622,31218,W00634,Member
225,31610,31605,W00846,Member
1662,31227,31201,W00739,Member
717,31235,31214,W00853,Member
1051,31108,31613,W00886,Member
921,31228,31622,W00631,Member
907,31228,31622,W01033,Casual
453,31200,31201,W00694,Member
1547,31200,31104,W00346,Member
1644,31002,31003,W00463,Casual
5209,31107,31219,W00808,Casual
1857,31203,31624,W00570,Member
